gene\tlog2FC\tp\tpadj\tn
ZNF575\t1.39072549300905\t3.50308502023379e-10\t7.43704949795634e-08\t8
CXCL1\t2.56853034852853\t3.55077498196599e-10\t7.45545687696969e-08\t8
ABHD11-AS1\t2.01992584939861\t4.26687270633949e-10\t8.86164530435093e-08\t8
COL3A1\t-2.23830516917733\t5.21952650438705e-10\t1.07236013891746e-07\t8
TOP1\t1.40971011716163\t5.48067753683739e-10\t1.11403516698247e-07\t8
IMP3\t1.10932579884947\t5.73548117861257e-10\t1.15355619873421e-07\t8
ATP8B1\t-2.1205664496485\t5.96088100936763e-10\t1.1864015983957e-07\t8
RUFY3\t-0.958571038410973\t6.04268178152899e-10\t1.19028371958427e-07\t8
TIMMDC1\t1.24167860825484\t6.20981383859576e-10\t1.21072360218418e-07\t8
LINC01658\t2.67791933742695\t6.4225370776287e-10\t1.23954965598234e-07\t8
AC015712.2\t3.99223676065345\t6.98127831750162e-10\t1.33391284812503e-07\t8
LRRC8C\t-1.09925814770812\t7.1719430415805e-10\t1.35677540292553e-07\t8
PLCG1-AS1\t1.41638212323548\t8.7381477479808e-10\t1.63686067667323e-07\t8
NKAIN1\t2.58846996863144\t9.76745553050489e-10\t1.81191041574133e-07\t8
ATF3\t1.32582462818905\t1.37302275007944e-09\t2.52253323901614e-07\t8
KIF1BP\t0.894880052342687\t1.50019586330907e-09\t2.72992784383299e-07\t8
SRGN\t1.50608779109627\t1.65343071239239e-09\t2.98038685110202e-07\t8
PLA2G4A\t1.34779886712618\t1.70200401585324e-09\t3.03927016176709e-07\t8
FBXO3\t0.895186412662828\t1.77467102973879e-09\t3.11316926491256e-07\t8
ABO\t1.01225396762598\t1.79101707819771e-09\t3.11316926491256e-07\t8
NETO2\t1.46250641136376\t1.79226785544764e-09\t3.11316926491256e-07\t8
LDHB\t0.913162483330356\t1.96450044767193e-09\t3.38159550033041e-07\t8
WNT3\t1.82826516855027\t1.98719932594918e-09\t3.39012656436706e-07\t8
AC010197.2\t0.920831251155451\t2.10620899979737e-09\t3.56135711142728e-07\t8
AC079329.1\t2.58210780749038\t2.16869151692585e-09\t3.63484112402651e-07\t8
NDRG4\t1.88122166412644\t2.55496452381042e-09\t4.24501801360397e-07\t8
GCNA\t2.75874065150819\t2.99139441435018e-09\t4.92729078232663e-07\t8
RBFOX1\t2.02475043696708\t3.78446566325578e-09\t6.18032354084002e-07\t8
CYP11A1\t0.883636473626479\t4.38855858173253e-09\t7.10611769670877e-07\t8
RAMP1\t1.38524173496342\t5.45355262095065e-09\t8.69149614236732e-07\t8
LHCGR\t-1.62673322709073\t5.45862530530213e-09\t8.69149614236732e-07\t8
VCL\t-1.05954207811147\t6.51784116576669e-09\t1.02922637317607e-06\t8
NDUFC1\t0.896332465757079\t6.67243580844802e-09\t1.04500189337718e-06\t8
AL161784.1\t1.39118580126088\t7.29220078605144e-09\t1.13278114161858e-06\t8
AC006369.1\t-2.60956269878196\t7.55593849892027e-09\t1.16428481370056e-06\t8
AC112128.1\t1.46713258273685\t7.83181462584155e-09\t1.19713985644764e-06\t8
SLC31A1\t0.879872029070442\t7.90349966220837e-09\t1.19850927020488e-06\t8
ZNF641\t-1.16105802995932\t8.40626047986898e-09\t1.26471196054218e-06\t8
NPAS2\t1.28888039601833\t8.53399248032454e-09\t1.2738983931372e-06\t8
FILIP1L\t-1.38685417353485\t9.23999322525253e-09\t1.36859341515426e-06\t8
OSGIN1\t1.64669893500904\t1.09154925942886e-08\t1.60432551537749e-06\t8
CTPS1\t1.44068632062012\t1.11767657069749e-08\t1.63018673559671e-06\t8
AZGP1\t-1.5765722421144\t1.13058138050891e-08\t1.63651654828664e-06\t8
HS3ST1\t2.65232616491045\t1.18044681486056e-08\t1.69584942041659e-06\t8
ZNF430\t-1.41986627308944\t1.23269287579374e-08\t1.75769125207396e-06\t8
HMGA1\t-2.35905043211685\t1.25589937891791e-08\t1.77751625429515e-06\t8
JUP\t-2.02357129152408\t1.39181721248741e-08\t1.9554008440439e-06\t8
AP000426.1\t-3.73375866854491\t1.41306550298494e-08\t1.97076223106082e-06\t8
MICAL2\t1.93722907934601\t1.56824624073154e-08\t2.17133919722156e-06\t8
LCT\t1.54543057202565\t1.7833622651326e-08\t2.45087349518946e-06\t8
SLC2A1\t2.79136844963719\t1.79579363231551e-08\t2.45087349518946e-06\t8
APOBEC3G\t1.03225650616226\t1.89583406408451e-08\t2.5540598512154e-06\t8
ZCCHC17\t1.15660450833423\t1.89813418575699e-08\t2.5540598512154e-06\t8
MYO1B\t0.747732059236141\t1.91177831936006e-08\t2.55442995440648e-06\t8
SPRY4\t2.18320063412803\t1.97307246138833e-08\t2.61802052220465e-06\t8
AGTRAP\t1.15651376005982\t2.0009419061532e-08\t2.63668944833581e-06\t8
AC010655.3\t2.05377063222153\t2.0649525539379e-08\t2.7024005786364e-06\t8
DKC1\t1.44399680052629\t2.17563306362024e-08\t2.82787897595863e-06\t8
AC025259.3\t2.64186111864976\t2.30806887437118e-08\t2.97974810693312e-06\t8
BACE1\t0.817139305536535\t2.35805676261625e-08\t3.0238517156583e-06\t8
AC023024.2\t1.5739726501698\t2.42972574678221e-08\t3.09498465625117e-06\t8
TIPARP\t0.893991284138432\t2.48363905914294e-08\t3.14270804655922e-06\t8
GADD45G\t-1.14360386593907\t2.60222440985667e-08\t3.27109880257444e-06\t8
CD320\t1.19041484430542\t2.6886537604792e-08\t3.33866606468362e-06\t8
MPHOSPH6\t1.16186271611138\t2.69092256220902e-08\t3.33866606468362e-06\t8
AQP11\t-0.905379711374574\t3.01217809465761e-08\t3.71314108739503e-06\t8
RBM22\t0.776637005767233\t3.04268517945072e-08\t3.72670421306186e-06\t8
AL451070.1\t1.20241955067475\t3.13276051373365e-08\t3.81258949910248e-06\t8
NFATC2\t-2.59412408487157\t3.16771798012778e-08\t3.83073338267731e-06\t8
IWS1\t0.910288942258365\t3.46436818167784e-08\t4.16312470737852e-06\t8
AC067930.5\t-2.23379399550651\t3.57307773268543e-08\t4.26692476490128e-06\t8
NR4A1\t2.61289584500485\t3.6768859726079e-08\t4.3636186508459e-06\t8
MRPL40\t0.901314334906115\t3.70788160235432e-08\t4.37324035655456e-06\t8
NAB2\t-1.54210972921211\t4.24748944799944e-08\t4.9789436124494e-06\t8
ABAT\t1.39162170726996\t4.35163575903948e-08\t5.06992100292484e-06\t8
BCL3\t1.61573092017628\t4.42823345630399e-08\t5.12789434240002e-06\t8
CTTNBP2NL\t-1.0012762316551\t4.63982418212491e-08\t5.34054943661812e-06\t8
CYP3A4\t-1.44113541905264\t5.38432152424367e-08\t6.16037313555232e-06\t8
NAPRT\t-2.01909652503078\t5.47609316785021e-08\t6.22807810464964e-06\t8
FST\t1.19706528319538\t5.52596649067434e-08\t6.2476119371192e-06\t8
TRIOBP\t1.33961642172587\t5.83108385201126e-08\t6.55379524472819e-06\t8
TMEM120A\t1.22405064492059\t6.2629684859111e-08\t6.99804320820487e-06\t8
AL356652.1\t1.79774973754731\t6.30226317172254e-08\t7.0010082803548e-06\t8
IL18R1\t1.65509417504053\t6.44196336228541e-08\t7.10880233356704e-06\t8
WDR60\t1.23965988049159\t6.47370914345875e-08\t7.10880233356704e-06\t8
PITPNA\t1.00434416502017\t6.87637719883272e-08\t7.50782509360553e-06\t8
ATP5F1A\t0.771657417725558\t7.89117093431239e-08\t8.56685244556289e-06\t8
CMAS\t0.926309235876815\t8.18747983025049e-08\t8.83721491741029e-06\t8
SNAPC3\t1.12277086647534\t8.23271186109296e-08\t8.83721491741029e-06\t8
AC090826.1\t0.735290445228103\t8.47217460436763e-08\t9.04345475785767e-06\t8
CXCL6\t1.55855853584115\t9.04954905777319e-08\t9.60609632482624e-06\t8
PLEKHF2\t-1.35171621522492\t9.42966466014074e-08\t9.95428743985133e-06\t8
PRICKLE2\t1.94298900909454\t9.67869314874301e-08\t1.01426780175384e-05\t8
BCAP31\t0.802009700240602\t9.71429359506744e-08\t1.01426780175384e-05\t8
SSX2IP\t1.70984994406074\t9.9294770194142e-08\t1.03110063809754e-05\t8
PLEKHA2\t1.39123422097612\t1.02788446411689e-07\t1.05665481118685e-05\t8
PMAIP1\t-1.48743042243197\t1.02861671052888e-07\t1.05665481118685e-05\t8
MGAT5\t0.833805186856056\t1.05531683179073e-07\t1.07828549224735e-05\t8
FIS1\t0.954587224345808\t1.25382223138861e-07\t1.27078747258492e-05\t8
CCNL1\t0.998976045177141\t1.26026606606247e-07\t1.27078747258492e-05\t8
C1orf115\t3.20487990457157\t1.26367100953124e-07\t1.27078747258492e-05\t8
ETFB\t0.958768214554952\t1.27939975040601e-07\t1.27986864036689e-05\t8
ZNF578\t1.84358768748786\t1.29009909910321e-07\t1.28385018159193e-05\t8
TNS1\t0.938136048775594\t1.30379172223651e-07\t1.29075380501415e-05\t8
KLHL15\t1.36824553385645\t1.45383573017291e-07\t1.43187831424814e-05\t8
SERPINA1\t2.28188018793917\t1.46474729938192e-07\t1.43471062644444e-05\t8
RNU6-146P\t1.04904022638724\t1.47172911908259e-07\t1.43471062644444e-05\t8
ABLIM1\t-1.77653515595465\t1.50004670966369e-07\t1.45489301936772e-05\t8
HMOX2\t0.764741445785401\t1.55699171601818e-07\t1.50249700595754e-05\t8
SERPINE1\t1.89877431289405\t1.58130655950245e-07\t1.5182926850459e-05\t8
EMILIN2\t1.10207496489459\t1.68839679768753e-07\t1.61300988067078e-05\t8
AC023024.1\t1.57526329433449\t1.82626981845101e-07\t1.73604663786784e-05\t8
SOCS3\t3.83735400944251\t1.8354086673347e-07\t1.73609670330516e-05\t8
MRPL3\t0.894435013272008\t1.89775725840611e-07\t1.78622896238254e-05\t8
DOT1L\t-1.11101551983859\t1.91794232054666e-07\t1.79637862346495e-05\t8
AC008750.4\t1.01084386681013\t1.94488020989113e-07\t1.81272322782389e-05\t8
AL109930.1\t-1.24384170174558\t2.02786236401229e-07\t1.88089156258169e-05\t8
ANKRD37\t1.19030239808121\t2.10849261563694e-07\t1.94623035782488e-05\t8
CLCN6\t-0.981065359764604\t2.19089233224103e-07\t2.01256633616006e-05\t8
ID1\t2.29970052576575\t2.24309520195229e-07\t2.05066124515322e-05\t8
APOA1-AS\t1.45743912874892\t2.28966560207058e-07\t2.08326860279822e-05\t8
TXNRD1\t-0.842689528863506\t2.32134990455922e-07\t2.10208685433237e-05\t8
KCTD6\t-0.95487507509655\t2.34766918353298e-07\t2.11589222121531e-05\t8
TAF1D\t1.00366016661176\t2.63373337864018e-07\t2.3625701251492e-05\t8
AVPR1A\t-1.149283136771\t2.69006049539369e-07\t2.40182177034987e-05\t8
MRPS28\t0.736124479619388\t2.82079299100373e-07\t2.50683217112131e-05\t8
ECHDC3\t1.23799270284798\t2.83402256169782e-07\t2.50692912436853e-05\t8
AC016738.1\t1.70403308401908\t2.86446031975326e-07\t2.5221771119597e-05\t8
MDH1\t0.995330394742183\t3.03808393142883e-07\t2.65239480458024e-05\t8
HPCAL4\t-0.804830300454352\t3.04011337312542e-07\t2.65239480458024e-05\t8
LINC02539\t3.88923764978082\t3.1872898738083e-07\t2.76816125540251e-05\t8
LRP1\t-0.995599128011172\t3.2343979271914e-07\t2.79636385497041e-05\t8
FAM13B\t-0.690645002803839\t3.52281493304754e-07\t3.03200112278105e-05\t8
MEAF6\t1.05742654138053\t3.65056387403256e-07\t3.12786206014081e-05\t8
SMIM20\t0.949995231964756\t3.77512210803443e-07\t3.22014545170598e-05\t8
PCDHGB7\t-1.34629985388767\t3.97572479368605e-07\t3.37618549479819e-05\t8
CASK\t1.39230270273677\t4.1893704156329e-07\t3.54187170493353e-05\t8
HCN3\t-2.42046037183595\t4.5236875746721e-07\t3.8076695369718e-05\t8
MAP2K1\t0.920828761528038\t4.59782224232976e-07\t3.85309603439451e-05\t8
GRHPR\t1.03706153495594\t4.62088153947892e-07\t3.85551019977397e-05\t8
MTCO3P12\t0.971113642628333\t4.82731340517478e-07\t4.01023814055107e-05\t8
SREBF2-AS1\t-1.11426868637703\t4.95901151627405e-07\t4.08654475814919e-05\t8
LINC02427\t2.53197137967313\t4.9619426591857e-07\t4.08654475814919e-05\t8
GSTO1\t1.05216416867007\t5.10337769040513e-07\t4.18498873521764e-05\t8
TNS3\t1.22773119926909\t5.22637477709524e-07\t4.26753601991277e-05\t8
GRPEL1\t1.08756445331176\t5.31956713474832e-07\t4.32187332526988e-05\t8
NUDT16\t0.770143149983886\t5.33815933827232e-07\t4.32187332526988e-05\t8
RUSC2\t-2.06114219979689\t5.37106365761263e-07\t4.33016511839681e-05\t8
SOCS2\t1.736940661595\t5.43799371631412e-07\t4.35232658962392e-05\t8
FO704657.1\t3.2047776496893\t5.44410977610361e-07\t4.35232658962392e-05\t8
MRPL9\t0.985574528705534\t5.91520609572677e-07\t4.70924345296048e-05\t8
GRTP1\t2.04071333435495\t6.02035232093683e-07\t4.77306521975685e-05\t8
FBP1\t1.37533013324157\t6.23435301832218e-07\t4.92230508764801e-05\t8
FOSB\t1.12488521427843\t6.27726497731392e-07\t4.93579020253239e-05\t8
CAP1\t0.701386372785645\t6.30813725452617e-07\t4.93871844670967e-05\t8
AC073082.1\t-1.62306155454936\t6.34522454238818e-07\t4.93871844670967e-05\t8
ING1\t0.786568151239231\t6.36929267762746e-07\t4.93871844670967e-05\t8
AC036214.3\t0.72349093203478\t6.38437984161453e-07\t4.93871844670967e-05\t8
IARS\t1.60640985304072\t6.4721846902053e-07\t4.98491911055524e-05\t8
AC138894.1\t1.35286074782005\t6.49628334394858e-07\t4.98491911055524e-05\t8
GTPBP4\t0.848442433664398\t6.65897853546511e-07\t5.08932411508528e-05\t8
COL15A1\t2.91913892003117\t6.70437114249034e-07\t5.09410299640349e-05\t8
AC026412.1\t1.07542077759172\t6.71855317471963e-07\t5.09410299640349e-05\t8
SCARB2\t-0.679275159679124\t6.77427951842446e-07\t5.11605370587099e-05\t8
SF3A3P2\t1.91239403367234\t6.92447144552411e-07\t5.2088927523476e-05\t8
FAM104A\t1.75158894251664\t7.12123390633331e-07\t5.33589867640434e-05\t8
CTSL\t1.00075481396007\t7.29165607044707e-07\t5.44225283351688e-05\t8
HES6\t1.97791582555481\t7.58975213184983e-07\t5.64270015499046e-05\t8
APOA1\t1.35455637266292\t7.92610173548058e-07\t5.86992348293905e-05\t8
PCDHGB3\t-1.5395613568983\t8.24929844544579e-07\t6.08568901147231e-05\t8
ZNF292\t1.00851424192452\t8.51941377138433e-07\t6.26078611268617e-05\t8
PCDHGC3\t-1.59491307067564\t9.15347073144925e-07\t6.7009718492644e-05\t8
C3orf70\t2.057084619194\t9.22372157029202e-07\t6.72662778792251e-05\t8
MRPS26\t1.95516785993235\t9.73564797597936e-07\t7.07296676338546e-05\t8
APOO\t1.02935251313356\t9.80616190114579e-07\t7.09720967595427e-05\t8
PAK3\t-1.30383193206987\t9.99112320968171e-07\t7.18189125253919e-05\t8
HSPD1\t0.690423781255034\t9.99834130515216e-07\t7.18189125253919e-05\t8
ZDHHC4\t1.01525377515513\t1.0084252415685e-06\t7.21647231859526e-05\t8
PCDHGB6\t-1.37574192317654\t1.04770163901971e-06\t7.46956537938417e-05\t8
DHCR24\t1.06626263746789\t1.05786712060017e-06\t7.51400262948232e-05\t8
PPT1\t0.691281483897143\t1.06946815866737e-06\t7.56826966950273e-05\t8
MAFG\t-1.35205851008418\t1.11096744725153e-06\t7.83293542975462e-05\t8
DKK3\t1.54583349653886\t1.14774291508805e-06\t8.06247201418655e-05\t8
RBMS2\t-1.04476999926545\t1.16914619327487e-06\t8.1827385768875e-05\t8
PCDHGA9\t-1.50068596901054\t1.19668991844917e-06\t8.34494681452856e-05\t8
ELF1\t-0.758777866846497\t1.20425215484992e-06\t8.35057498010265e-05\t8
PCDHGA12\t-1.47536648746393\t1.20623786806319e-06\t8.35057498010265e-05\t8
LRRC37B\t-1.49747750028386\t1.22563426830335e-06\t8.45422164782385e-05\t8
PCDHGA1\t-1.44281937617245\t1.23989939001833e-06\t8.52185526801444e-05\t8
EPHA2\t-1.99965388574152\t1.2769575551011e-06\t8.74509964348273e-05\t8
DARS\t1.04688639602268\t1.28643533922662e-06\t8.77854286664395e-05\t8
CAAP1\t0.813200678706694\t1.29731907063074e-06\t8.82130800090445e-05\t8
7-Sep\t0.738427865842288\t1.32038868058694e-06\t8.94633564538111e-05\t8
CLN3\t1.3205404759065\t1.38894531168298e-06\t9.37758942414372e-05\t8
EGR2\t2.55778850587441\t1.4044792977795e-06\t9.44907955727921e-05\t8
LRIG3\t1.2069488986664\t1.43224612599425e-06\t9.60207955416568e-05\t8
AC073957.2\t2.36082920276131\t1.43744775920466e-06\t9.60325676053264e-05\t8
ABCA1\t1.86376228328967\t1.4474698077378e-06\t9.63651763639241e-05\t8
TBPL1\t1.03686529981448\t1.50036556072788e-06\t9.95398776695404e-05\t8
PPP3R1\t-1.15525672057222\t1.53532764456828e-06\t0.000101401291432214\t8
WNT5A\t1.32752672985484\t1.5417172504534e-06\t0.000101401291432214\t8
AC079742.1\t1.03448975502196\t1.54434373825165e-06\t0.000101401291432214\t8
USP13\t1.71827038456927\t1.61072811208117e-06\t0.000105397883690188\t8
PCDHGB2\t-1.38895947441436\t1.63335770677992e-06\t0.000106513876120969\t8
JAKMIP2\t0.832150592515872\t1.64803951567696e-06\t0.00010710575178925\t8
PRKCD\t-1.22537877358217\t1.66811703439417e-06\t0.000108043092122608\t8
SIK3\t-1.00406515890361\t1.69633147100661e-06\t0.00010949934262339\t8
HSD17B10\t0.856026719183788\t1.74972771487459e-06\t0.000112565816323598\t8
EGLN3\t2.73122672198399\t1.77643477747579e-06\t0.000113900467426946\t8
NCALD\t-2.24850023698442\t1.80166764264759e-06\t0.000115131985445042\t8
FOXG1\t-1.41608206294521\t1.81296382679506e-06\t0.000115467666128578\t8
EPB41L4B\t2.62560138611126\t1.8340258931185e-06\t0.000116421039002708\t8
FABP6\t1.47740300910581\t1.85611593707826e-06\t0.00011743313645614\t8
PER1\t1.19868171003965\t1.87137879664979e-06\t0.00011800803520656\t8
MAP1S\t-1.32664058640543\t1.91997316193753e-06\t0.000120408484966896\t8
METTL13\t1.28899437105982\t1.92204887815477e-06\t0.000120408484966896\t8
KCTD1\t0.644040397138375\t1.94472736706601e-06\t0.000121185148645535\t8
CADM1\t-0.778751325260513\t1.94713145099593e-06\t0.000121185148645535\t8
ARHGEF2\t-1.5397841203213\t2.05651625908719e-06\t0.000127577455072659\t8
CXCL2\t2.64570385586746\t2.0762231034472e-06\t0.000128383154814129\t8
THYN1\t0.762454894567973\t2.15527354851384e-06\t0.000132841328036948\t8
PAWR\t-1.00376878230401\t2.20680619350109e-06\t0.000135473283599106\t8
CLSTN2\t-1.67962222685085\t2.21215598905747e-06\t0.000135473283599106\t8
RP11-782C8.1\t2.56419359127585\t2.23307701801237e-06\t0.000136317580137899\t8
HLA-DQB2\t-5.97598706704838\t2.35223131620484e-06\tNA\t8
PCDHGC5\t-1.51261516917714\t2.39244453410002e-06\t0.000145581011824997\t8
ZNF189\t1.1659018575698\t2.41334575365508e-06\t0.000146386658143135\t8
ETV3\t1.37717713959729\t2.4459018775983e-06\t0.00014789192144073\t8
ACSL1\t1.13766249769968\t2.50079197937407e-06\t0.000150733855993376\t8
JUNB\t2.22566949104014\t2.52745659812344e-06\t0.000151441079515851\t8
ZNF597\t1.58484753975084\t2.52837726307408e-06\t0.000151441079515851\t8
HSD11B1\t1.29978947612904\t2.62171100254349e-06\t0.000156540725392495\t8
PDE8A\t1.42057945411602\t2.63728049260972e-06\t0.000156979808013377\t8
EGR3\t1.12431782605488\t2.71716324567532e-06\t0.000160962468939887\t8
PCDHGB1\t-1.45444883112743\t2.72103823036497e-06\t0.000160962468939887\t8
DECR1\t1.11547783587043\t2.84307057452373e-06\t0.000167185874308456\t8
AC007996.1\t1.52964671325959\t2.84374360968484e-06\t0.000167185874308456\t8
CREB5\t-1.57943471209576\t2.86209660021546e-06\t0.000167748710859867\t8
STC1\t2.71387994459762\t2.87891548385353e-06\t0.000168218465290487\t8
NME1\t1.09223740517498\t2.90348760571128e-06\t0.000169137005129041\t8
RPF2\t0.958681146583708\t2.97134879320856e-06\t0.000172564016388559\t8
KLRC4-KLRK1\t-2.05206965212654\t3.05162408014719e-06\t0.000176689034240522\t8
